word,emotion,sentiment,subjectivity,orientation,source
messenger,trust,,,,emolex
messes,,negative,,,opinion
messing,,negative,,,opinion
messy,disgust,negative,weak,,emolex
metaphorize,,,strong,,mpqa
metastasis,,negative,,,emolex
methanol,,negative,,,emolex
meticulous,,positive,weak,,opinion
meticulously,,positive,weak,,opinion
metropolitan,,positive,,,emolex
mettle,,positive,,,emolex
microscope,trust,,,,emolex
microscopy,,positive,,,emolex
midget,,negative,strong,,opinion
midwife,anticipation,negative,,,emolex
midwifery,,positive,,,emolex
miff,,negative,weak,,opinion
might,,positive,weak,,mpqa
mightily,,positive,strong,,opinion
mighty,anger,positive,strong,,emolex
mild,,positive,weak,,mpqa
mildew,disgust,negative,,,emolex
militancy,,negative,strong,,opinion
military,fear,,,,emolex
militia,anger,negative,,,emolex
mill,anticipation,,,passive,emolex
mime,,positive,,,emolex
mimicry,surprise,negative,,,emolex
mind,,negative,weak,passive,mpqa
mind-blowing,,positive,,,opinion
mindful,,positive,strong,,emolex
mindfulness,,positive,,,emolex
mindless,,negative,strong,,opinion
mindlessly,,negative,strong,,opinion
minimize,,negative,,active,emolex
minimum,,negative,,,emolex
minister,,positive,weak,active,mpqa
ministry,joy,positive,,,emolex
minor,,,weak,,mpqa
minority,,negative,,,emolex
mint,,positive,,,inquirer
miracle,anticipation,positive,strong,,emolex
miracles,,positive,strong,,opinion
miraculous,joy,positive,strong,,emolex
miraculously,,positive,strong,,opinion
miraculousness,,positive,strong,,opinion
mirage,,negative,strong,,opinion
mire,disgust,negative,strong,,emolex
mirth,joy,positive,strong,,emolex
misalign,,negative,,,opinion
misaligned,,negative,,,opinion
misaligns,,negative,,,opinion
misapprehend,,negative,weak,,opinion
misbecome,,negative,strong,,opinion
misbecoming,,negative,strong,,opinion
misbegotten,,negative,strong,,opinion
misbehave,,negative,strong,active,opinion
misbehavior,anger,negative,strong,active,emolex
miscalculate,,negative,weak,,opinion
miscalculation,,negative,weak,,opinion
miscarriage,fear,negative,,,emolex
miscellaneous,,negative,,,opinion
mischief,,negative,strong,active,emolex
mischievous,,negative,strong,active,emolex
mischievously,,negative,strong,,opinion
misconception,anger,negative,strong,,emolex
misconceptions,,negative,strong,,opinion
misconduct,disgust,negative,,,emolex
miscreant,,negative,strong,,opinion
miscreants,,negative,strong,,opinion
misdirection,,negative,strong,,opinion
miser,,negative,strong,,opinion
miserable,anger,negative,strong,passive,emolex
miserableness,,negative,strong,,opinion
miserably,sadness,negative,strong,,emolex
miseries,,negative,strong,,opinion
miserly,,negative,strong,,opinion
misery,anger,negative,strong,passive,emolex
misfit,,negative,strong,,opinion
misfortune,fear,negative,strong,passive,emolex
misgiving,,negative,strong,,opinion
misgivings,,negative,strong,,opinion
misguidance,,negative,strong,,opinion
misguide,,negative,strong,,opinion
misguided,disgust,negative,strong,,emolex
mishandle,,negative,strong,active,opinion
mishap,disgust,negative,strong,,emolex
misinform,,negative,strong,active,opinion
misinformed,,negative,strong,,opinion
misinterpret,,negative,strong,,opinion
misinterpretation,,negative,,,emolex
misjudge,,negative,strong,,opinion
misjudgment,,negative,strong,,opinion
mislead,anger,negative,strong,active,emolex
misleading,anger,negative,strong,,emolex
misleadingly,,negative,strong,,opinion
mislike,,negative,strong,,opinion
mismanage,,negative,strong,,opinion
mismanagement,,negative,,,emolex
mismatch,,negative,,,emolex
misnomer,,negative,,,emolex
misplace,anger,negative,,,emolex
misplaced,,negative,,,emolex
mispronounce,,negative,,,opinion
mispronounced,,negative,,,opinion
mispronounces,,negative,,,opinion
misread,,negative,strong,,opinion
misreading,,negative,strong,,opinion
misrepresent,,negative,strong,active,emolex
misrepresentation,sadness,negative,strong,,emolex
misrepresented,anger,negative,,,emolex
miss,,negative,weak,passive,opinion
missed,,negative,,,opinion
misses,,negative,,,opinion
missile,fear,,,,emolex
missing,fear,negative,,,emolex
missionary,,positive,,active,emolex
misstatement,anger,negative,strong,,emolex
mist,,negative,,,opinion
mistake,sadness,negative,strong,passive,emolex
mistaken,fear,negative,strong,active,emolex
mistakenly,,negative,strong,,opinion
mistakes,,negative,strong,,opinion
mistified,,negative,weak,,opinion
mistress,anger,negative,,,emolex
mistrust,disgust,negative,strong,active,emolex
mistrustful,,negative,strong,,opinion
mistrustfully,,negative,strong,,opinion
mists,,negative,,,opinion
misunderstand,,negative,strong,passive,emolex
misunderstanding,anger,negative,strong,,emolex
misunderstandings,,negative,strong,,opinion
misunderstood,,negative,strong,passive,opinion
misuse,,negative,strong,,emolex
mite,disgust,negative,,,emolex
mix,,,,active,inquirer
mm,,,strong,,mpqa
moan,fear,negative,strong,active,emolex
moat,trust,,,,emolex
mob,anger,negative,,,emolex
mobile,anticipation,,,active,emolex
mobility,,positive,,,inquirer
mobilize,,positive,,active,inquirer
mobster,,negative,,,opinion
mock,,negative,strong,active,opinion
mocked,,negative,,,opinion
mockeries,,negative,strong,,opinion
mockery,disgust,negative,strong,,emolex
mocking,anger,negative,strong,,emolex
mockingly,,negative,strong,,opinion
mocks,,negative,,,opinion
model,,positive,,,emolex
moderate,,positive,strong,,emolex
moderation,,positive,strong,,mpqa
moderator,trust,positive,,,emolex
modern,,positive,weak,,opinion
modernity,,positive,,,inquirer
modest,trust,positive,weak,,emolex
modesty,,positive,weak,,emolex
modification,,,,active,inquirer
modify,surprise,,,active,emolex
mold,,,,active,inquirer
molest,,negative,strong,active,opinion
molestation,anger,negative,strong,,emolex
mollify,,positive,strong,,mpqa
momentous,,positive,strong,,opinion
momentum,anticipation,positive,,,emolex
monetary,anticipation,positive,,,emolex
money,anger,positive,,,emolex
monk,trust,positive,,,emolex
monochrome,disgust,negative,,,emolex
monogamy,trust,,,,emolex
monopolist,,negative,,,emolex
monotonous,,negative,strong,,opinion
monotony,,negative,strong,,opinion
monsoon,sadness,negative,,,emolex
monster,fear,negative,strong,,emolex
monstrosities,,negative,strong,,opinion
monstrosity,anger,negative,strong,,emolex
monstrous,,negative,strong,,opinion
monstrously,,negative,strong,,opinion
monument,,positive,,,emolex
monumental,,positive,strong,,opinion
monumentally,,positive,strong,,opinion
mood,,,,passive,inquirer
moody,anger,negative,strong,,emolex
moon,,negative,weak,,mpqa
moorings,trust,,,,emolex
moot,,negative,weak,,emolex
mope,,negative,weak,,opinion
moral,anger,positive,strong,,emolex
morale,,positive,,,inquirer
moralistic,,positive,,,inquirer
morality,trust,positive,strong,,emolex
moralize,,positive,strong,,mpqa
morals,anger,positive,,,emolex
morbid,sadness,negative,strong,,emolex
morbidity,anger,negative,,,emolex
morbidly,,negative,strong,,opinion
mordant,,negative,strong,,opinion
mordantly,,negative,strong,,opinion
moreover,,,strong,,mpqa
morgue,disgust,negative,,,emolex
moribund,sadness,negative,strong,,emolex
morn,anticipation,,,,emolex
moron,,negative,,,emolex
moronic,,negative,,,emolex
morons,,negative,,,opinion
morrow,anticipation,,,,emolex
morsel,,negative,,,emolex
mortal,,negative,,,emolex
mortality,anger,negative,,,emolex
mortar,,positive,,,emolex
mortgage,fear,,,,emolex
mortgagee,trust,,,,emolex
mortgagor,fear,,,,emolex
mortification,anticipation,negative,strong,,emolex
mortified,,negative,strong,,opinion
mortify,,negative,strong,passive,opinion
mortifying,,negative,strong,,opinion
mortuary,fear,negative,,,emolex
mosque,anger,,,,emolex
mosquito,anger,negative,,,emolex
most,,,weak,,mpqa
mostly,,,weak,,mpqa
mother,anticipation,negative,,,emolex
motherhood,joy,positive,,,emolex
motion,anticipation,,,active,emolex
motionless,,negative,weak,,opinion
motivate,,positive,strong,active,mpqa
motivated,,positive,strong,active,opinion
motivation,,positive,strong,active,mpqa
motive,,positive,weak,active,emolex
motley,,negative,strong,,opinion
mount,,,,active,inquirer
mountain,anticipation,,,,emolex
mourn,sadness,negative,strong,passive,emolex
mourner,,negative,strong,,opinion
mournful,anger,negative,strong,,emolex
mournfully,,negative,strong,,opinion
mourning,sadness,negative,,,emolex
mouth,surprise,,,,emolex
mouthful,disgust,,,,emolex
movable,,positive,,passive,emolex
move,,,weak,active,mpqa
movement,,,,active,inquirer
mover,,positive,,active,emolex
moving,,positive,strong,,mpqa
much,,,weak,,mpqa
muck,disgust,negative,,,emolex
mucous,disgust,,,,emolex
mucus,disgust,,,,emolex
mud,,negative,,,emolex
muddle,,negative,weak,active,emolex
muddled,,negative,,,emolex
muddy,disgust,negative,weak,,emolex
mudslinger,,negative,strong,,opinion
mudslinging,,negative,strong,,opinion
muff,anger,negative,,,emolex
muffle,,,,active,inquirer
mug,anger,negative,,,emolex
mule,anger,negative,,,emolex
mulish,,negative,strong,,opinion
multi-polarization,,negative,strong,,opinion
multi-purpose,,positive,,,opinion
multiply,,,,active,inquirer
multitude,,positive,,,inquirer
mum,fear,negative,strong,,emolex
mumble,,negative,,,emolex
mumps,,negative,,,emolex
mundane,,negative,strong,,opinion
murder,anger,negative,weak,active,emolex
murderer,anger,negative,,,emolex
murderous,anger,negative,weak,,emolex
murderously,,negative,weak,,opinion
murky,disgust,negative,weak,,emolex
muscle-flexing,,negative,strong,,opinion
muscular,,positive,,,emolex
mushy,,negative,,,opinion
music,joy,positive,,,emolex
musical,anger,positive,,,emolex
musket,fear,,,,emolex
muss,,negative,,,emolex
must,,,strong,,mpqa
muster,,,,active,inquirer
musty,disgust,negative,,,emolex
mutable,anticipation,positive,,,emolex
mutant,,negative,,,emolex
mutilated,disgust,negative,,,emolex
mutilation,anger,negative,,,emolex
mutiny,anger,negative,,,emolex
mutter,anger,negative,,,emolex
mutual,,positive,,,emolex
muzzle,fear,negative,,,emolex
myopia,anger,negative,,,emolex
myriad,,positive,weak,,mpqa
myself,,,,passive,inquirer
mysterious,anticipation,negative,strong,,emolex
mysteriously,,negative,strong,,opinion
mystery,anticipation,negative,strong,,emolex
mystic,surprise,,,,emolex
mystify,,negative,weak,,opinion
myth,,negative,strong,,opinion
nab,surprise,negative,,,emolex
nadir,,negative,,,emolex
nag,anger,negative,strong,active,emolex
nagging,,negative,strong,,opinion
nail,,,,active,inquirer
naive,,negative,strong,passive,emolex
naively,,negative,strong,,opinion
name,,,,passive,inquirer
nameless,disgust,negative,,,emolex
nap,joy,positive,weak,,emolex
napkin,sadness,,,,emolex
nappy,disgust,negative,,,emolex
narcotic,,negative,,,emolex
narrow,,negative,weak,,mpqa
narrower,,negative,strong,,opinion
nascent,anticipation,,weak,,emolex
nastily,,negative,strong,,opinion
nastiness,,negative,strong,,opinion
nasty,anger,negative,strong,,emolex
nation,trust,,,,emolex
nationalism,,negative,strong,,mpqa
natural,,positive,weak,,mpqa
naturalist,,positive,,,emolex
naturally,,positive,weak,,mpqa
nature,,,weak,,mpqa
naughty,,negative,strong,,emolex
nausea,disgust,negative,,,emolex
nauseate,,negative,weak,,opinion
nauseates,,negative,,,opinion
nauseating,,negative,strong,,opinion
nauseatingly,,negative,strong,,opinion
nauseous,disgust,negative,,,emolex
navigable,anticipation,positive,weak,,emolex
navigator,anticipation,,,,emolex
nay,,negative,,,emolex
naïve,,negative,,,opinion
near,,,,active,inquirer
neat,,positive,weak,,opinion
neatest,,positive,,,opinion
neatly,,positive,weak,,emolex
nebulous,,negative,strong,,opinion
nebulously,,negative,strong,,opinion
necessarily,,positive,weak,,mpqa
necessary,,positive,weak,,mpqa
necessity,sadness,,,,emolex
nectar,,positive,,,emolex
need,,negative,weak,passive,mpqa
needful,,negative,strong,,emolex
needfully,,,strong,,mpqa
needle,,positive,,active,emolex
needless,,negative,weak,,opinion
needlessly,,negative,weak,,opinion
needs,,,weak,,mpqa
needy,,negative,weak,,emolex
nefarious,disgust,negative,strong,,emolex
nefariously,,negative,strong,,opinion
negate,,negative,weak,,opinion
negation,anger,negative,weak,,emolex
negative,sadness,negative,weak,,emolex
negatives,,negative,,,opinion
negativity,,negative,,,opinion
neglect,,negative,strong,,emolex
neglected,anger,negative,strong,,emolex
neglecting,,negative,,,emolex
negligence,,negative,strong,,emolex
negligent,,negative,strong,,emolex
negligently,,negative,,,emolex
negligible,,negative,weak,,mpqa
negotiate,trust,positive,,active,emolex
negotiator,,positive,,,emolex
negro,sadness,negative,,,emolex
neighbor,anticipation,positive,,,emolex
neighborhood,anticipation,,,,emolex
nemesis,,negative,strong,,opinion
nepotism,anger,negative,,,emolex
nerve,,positive,,,emolex
nervous,anticipation,negative,strong,passive,emolex
nervously,,negative,strong,,opinion
nervousness,fear,negative,strong,,emolex
nest,trust,,,,emolex
nestle,trust,positive,,,emolex
nether,anger,negative,,,emolex
nettle,anger,negative,weak,,emolex
nettlesome,,negative,strong,,opinion
network,anticipation,,,,emolex
neuralgia,fear,negative,,,emolex
neurosis,fear,negative,,,emolex
neurotic,disgust,negative,strong,,emolex
neurotically,,negative,strong,,opinion
neutral,anticipation,,,passive,emolex
neutrality,trust,,,,emolex
neutralize,,positive,weak,active,mpqa
nevertheless,,,strong,,mpqa
newcomer,fear,,,,emolex
nice,,positive,strong,,opinion
nicely,,positive,strong,,opinion
nicer,,positive,,,opinion
nicest,,positive,,,opinion
niche,,positive,,,inquirer
nicotine,disgust,negative,,,emolex
nifty,,positive,strong,,opinion
nigger,,negative,,,emolex
niggle,,negative,weak,,opinion
niggles,,negative,,,opinion
nightmare,fear,negative,strong,,emolex
nightmarish,,negative,strong,,opinion
nightmarishly,,negative,strong,,opinion
nihilism,,negative,,,emolex
nimble,,positive,strong,,opinion
nitpick,,negative,,,opinion
nitpicking,,negative,,,opinion
nix,,negative,strong,,mpqa
nobility,anticipation,positive,,,emolex
noble,trust,positive,strong,,emolex
nobleman,trust,positive,,,emolex
nobly,,positive,strong,,opinion
noise,,negative,,,emolex
noiseless,,positive,,,opinion
noises,,negative,,,opinion
noisier,,negative,,,opinion
noisy,anger,negative,weak,,emolex
nominal,,,,passive,inquirer
nominate,,positive,,active,inquirer
nomination,,positive,,,emolex
non-confidence,,negative,strong,,opinion
non-violence,,positive,weak,,opinion
non-violent,,positive,weak,,opinion
noncompliance,anger,negative,,,emolex
nonexistent,,negative,weak,,opinion
nonresponsive,,negative,,,opinion
nonsense,,negative,strong,,emolex
nonsensical,sadness,negative,,,emolex
nonviolent,,,weak,,mpqa
noose,sadness,negative,,,emolex
normal,,positive,weak,,mpqa
normality,,positive,,,emolex
nose,disgust,,,,emolex
nosey,,negative,strong,,opinion
notable,joy,positive,strong,,emolex
notables,,positive,,,emolex
notably,,positive,strong,,opinion
notary,trust,,,,emolex
note,,,,passive,inquirer
noted,,positive,,,emolex
noteworthy,,positive,strong,,opinion
nothingness,sadness,negative,,,emolex
notice,,,,passive,inquirer
noticeable,,positive,weak,,mpqa
notification,anticipation,,,,emolex
notion,,positive,weak,,emolex
notoriety,anger,negative,,,emolex
notorious,,negative,strong,,opinion
notoriously,,negative,strong,,opinion
nourish,,positive,weak,active,opinion
nourishing,,positive,weak,,opinion
nourishment,,positive,weak,,emolex
novel,,positive,strong,,mpqa
novelty,,positive,,,opinion
noxious,disgust,negative,,,emolex
